R1_i,R2 net_i,R2 exch_i,R3_i,R4_i,R5_i
100.59,61.109,37.332,19.739,19.739,80.848
99.623,61.539,36.677,19.042,19.042,80.581
100.04,61.126,36.663,19.458,19.458,80.584
100.0,62.104,37.604,18.949,18.949,81.053
99.727,62.204,33.861,18.762,18.762,80.966
100.43,61.572,34.105,19.429,19.429,81.001
99.561,61.116,38.635,19.222,19.222,80.339
99.796,61.896,36.155,18.95,18.95,80.846
99.75,62.535,34.454,18.608,18.608,81.143
99.889,61.345,35.555,19.272,19.272,80.617
100.13,62.696,35.497,18.715,18.715,81.412
100.03,61.978,38.384,19.027,19.027,81.005
99.518,62.563,38.103,18.478,18.478,81.04
100.12,61.815,36.519,19.154,19.154,80.969
100.12,62.235,35.619,18.941,18.941,81.175
99.796,61.741,39.029,19.028,19.028,80.769
99.836,61.346,38.793,19.245,19.245,80.591
99.963,62.314,36.476,18.825,18.825,81.139
99.457,62.386,39.37,18.536,18.536,80.921
99.953,62.181,38.912,18.886,18.886,81.067
100.09,62.045,35.234,19.022,19.022,81.067
99.798,61.625,35.614,19.086,19.086,80.711
100.22,61.958,33.786,19.131,19.131,81.089
99.574,62.186,39.732,18.694,18.694,80.88
99.826,62.53,36.411,18.648,18.648,81.178
99.606,62.632,37.294,18.487,18.487,81.119
100.35,61.359,35.592,19.494,19.494,80.852
99.931,62.268,33.817,18.832,18.832,81.099
100.18,61.684,38.481,19.25,19.25,80.934
99.925,62.056,38.168,18.935,18.935,80.99
100.04,61.362,35.965,19.34,19.34,80.702
99.902,62.083,41.421,18.91,18.91,80.992
99.74,62.27,37.835,18.735,18.735,81.005
100.53,61.573,39.713,19.476,19.476,81.049
99.802,62.863,35.956,18.47,18.47,81.332
99.764,61.839,36.645,18.962,18.962,80.802
100.28,61.771,39.112,19.255,19.255,81.026
99.99,61.921,38.944,19.034,19.034,80.955
99.603,63.2,38.883,18.201,18.201,81.401
99.831,62.383,34.188,18.724,18.724,81.107
100.11,61.917,33.354,19.095,19.095,81.011
99.663,62.607,40.807,18.528,18.528,81.135
99.776,61.893,35.652,18.941,18.941,80.834
99.895,62.005,41.211,18.945,18.945,80.95
99.49,62.411,40.09,18.54,18.54,80.95
100.1,61.748,36.595,19.178,19.178,80.926
100.77,61.951,34.973,19.409,19.409,81.36
99.416,62.831,37.146,18.293,18.293,81.124
99.595,62.947,37.023,18.324,18.324,81.271
99.593,62.422,33.744,18.585,18.585,81.007
99.801,62.648,36.96,18.576,18.576,81.225
99.972,61.666,36.711,19.153,19.153,80.819
100.55,61.768,35.406,19.39,19.39,81.158
99.997,61.189,38.532,19.404,19.404,80.593
99.732,62.753,37.986,18.489,18.489,81.243
99.837,62.079,35.216,18.879,18.879,80.958
99.85,61.849,35.472,19.0,19.0,80.85
100.06,61.782,37.714,19.139,19.139,80.921
99.41,61.973,36.031,18.718,18.718,80.691
99.628,62.524,35.529,18.552,18.552,81.076
100.12,61.717,34.879,19.2,19.2,80.917
99.434,62.876,37.586,18.279,18.279,81.155
100.22,62.331,38.684,18.943,18.943,81.274
99.697,62.766,35.754,18.466,18.466,81.231
100.1,61.528,35.587,19.284,19.284,80.811
99.997,62.253,40.124,18.872,18.872,81.125
99.575,62.823,37.892,18.376,18.376,81.199
99.766,62.366,36.101,18.7,18.7,81.066
99.847,61.752,36.407,19.048,19.048,80.8
99.859,62.101,36.34,18.879,18.879,80.98
99.667,62.661,38.636,18.503,18.503,81.164
99.875,61.534,36.832,19.171,19.171,80.704
99.841,62.658,39.954,18.591,18.591,81.25
99.76,61.03,37.002,19.365,19.365,80.395
100.12,62.06,36.106,19.028,19.028,81.089
99.81,62.146,35.035,18.832,18.832,80.978
100.08,62.298,36.454,18.89,18.89,81.188
100.2,61.518,38.6,19.342,19.342,80.86
99.469,62.273,34.349,18.598,18.598,80.871
99.492,62.361,35.04,18.566,18.566,80.926
